what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1517240607436
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1517240607443
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1517240607443
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1517240607444
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1517240607450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240608610
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1021030] return code: 139",1517240611389
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1517240613054
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1517240613073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517240613319
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1021030, /cygdrive/h/Year_3/DSD/system_template_de0/software/task4v2/task4v2.elf] return code: 139",1517240614312
error,log,,,"Downloading ELF Process failed",1517240614319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240614375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240616023
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1517240616963
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517240618027
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517240619767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240622235
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1517240626101
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1517240631599
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1517240631605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240637455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1517240637481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240640447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240642584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240645361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240646773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240648907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240651549
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1517240652276
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517240657731
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1517240658346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240658453
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517240658896
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid] return code: 139",1517240659801
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1021030, /cygdrive/h/Year_3/DSD/system_template_de0/software/task4v2/task4v2.elf] return code: 139",1517240662604
error,log,,,"Downloading ELF Process failed",1517240662646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240849730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517240850858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240852867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240853989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240858773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240862999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240863180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240870979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240874682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240875238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240977550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517240992596
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517241001965
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517241003352
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1021030] return code: 139",1517241005374
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1021030, /cygdrive/h/Year_3/DSD/system_template_de0/software/task4v2/task4v2.elf] return code: 139",1517241008220
error,log,,,"Downloading ELF Process failed",1517241008226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517241008256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517241010287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517241011469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517241012607
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1517241012738
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517241012780
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1517241013225
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1517241013225
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1517241013225
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1517241013225
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1517241013226
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1517241013227
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1517241013227
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1517241013227
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1517241013227
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1517241013228
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1517241013228
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1517241013228
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1517241013228
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1517241013229
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1517241013229
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1517241013229
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1517241013230
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1517241013230
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1517241013230
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1517241013230
