what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"8",1516723261141
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1516723261141
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1516723261141
java.specification.name,sysinfo,,,"Java Platform API Specification",1516723261141
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516723261141
java.specification.version,sysinfo,,,"1.6",1516723261141
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1516723261141
java.version,sysinfo,,,"1.6.0_23",1516723261141
java.vm.info,sysinfo,,,"mixed mode",1516723261141
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1516723261141
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1516723261141
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516723261141
java.vm.specification.version,sysinfo,,,"1.0",1516723261141
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1516723261141
java.vm.version,sysinfo,,,"19.0-b09",1516723261141
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1516723261495
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1516723261646
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1516723262167
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516723265366
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1516723265754
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1516723265783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723267781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723270586
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1516723273397
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1516723273418
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516723278950
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1516723279333
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1516723279339
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1516723279339
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1516723279340
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1516723279346
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1516723279392
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x21030] return code: 4, 'other error'",1516723282537
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x21030, /cygdrive/h/Year_3/DSD/system_template_de0/software/hello_world/hello_world.elf] return code: 4, 'other error'",1516723286620
error,log,,,"Downloading ELF Process failed",1516723286628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723286676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723292593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723295243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723297117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723301621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723305202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723309873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723318978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723328695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723331437
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1516723358467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723358567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723373151
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516723376706
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516723378262
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516723383028
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516723393346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723396572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723404202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723405139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723467490
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516723470107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723472138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723477978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723477988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723478008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723478285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723485221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723485225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723485237
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516723492092
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1516723495360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516723499405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516723499530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516723500067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516723500219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516723501370
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1516723503080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723503416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723510831
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516723510850
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516723520622
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516723521509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723532500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723535797
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516723541634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723580010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723583255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723583568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723588470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723588475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723601437
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516723603390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516723607802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723611622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723614270
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1516723614900
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516723617916
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516723621077
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x21030] return code: 4, 'other error'",1516723621969
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x21030, /cygdrive/h/Year_3/DSD/system_template_de0/software/hello_world/hello_world.elf] return code: 4, 'other error'",1516723626215
error,log,,,"Downloading ELF Process failed",1516723626221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723626244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516723630856
