what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1516970983878
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516970983878
java.specification.version,sysinfo,,,"1.6",1516970983878
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1516970983878
java.version,sysinfo,,,"1.6.0_23",1516970983878
java.vm.info,sysinfo,,,"mixed mode",1516970983878
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1516970983878
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1516970983878
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516970983878
java.vm.specification.version,sysinfo,,,"1.0",1516970983878
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1516970983878
java.vm.version,sysinfo,,,"19.0-b09",1516970983878
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1516970984183
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516970984261
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1516970988819
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1516970988860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516970991168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516970994295
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1516970994299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516970994299
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1516970998966
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516970999141
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1516970999178
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1516970999179
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1516970999179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516970999737
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1516971029497
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1516971029539
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1516971030429
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1516971031544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971038165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971050763
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1516971052143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971053520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1516971053535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971056843
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1516971058312
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1516971058327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971080863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1516971080873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971081143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971085823
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516971104326
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516971104340
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516971104389
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516971105032
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516971107246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971109455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971117651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971119024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971128457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1516971128475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971137656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516971141784
