what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1517323388869
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1517323388869
java.specification.version,sysinfo,,,"1.6",1517323388869
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1517323388869
java.version,sysinfo,,,"1.6.0_23",1517323388869
java.vm.info,sysinfo,,,"mixed mode",1517323388869
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1517323388869
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1517323388869
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1517323388869
java.vm.specification.version,sysinfo,,,"1.0",1517323388869
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1517323388869
java.vm.version,sysinfo,,,"19.0-b09",1517323388869
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1517323388897
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517323389296
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1517323389726
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1517323389765
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1517323389947
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517323390570
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1517323395996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517323396863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517323397004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517323397871
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1517323399197
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517323399544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323399591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323430752
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517323436668
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1517323438165
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1517323438251
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1517323438260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323441002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323443915
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1517323445686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323447888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323457042
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1517323457071
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1517323485454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323485554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517323494236
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517323498261
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1517323498622
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1517323498642
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1517323498643
