what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517242497375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517242510057
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517242516266
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1517242516968
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1517242516988
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1517242516988
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1517242516999
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1517242517007
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517242529054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517242593975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517242640431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243233887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243316650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243317477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243353428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243354385
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517243537825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517243537866
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517243537877
