what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1516720830802
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1516720830803
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1516720830804
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1516720830804
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1516720830804
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1516720830805
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1516720830805
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1516720830806
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1516720830806
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1516720830807
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1516720830807
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1516720830807
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1516720830808
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1516720830808
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1516720830809
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1516720830809
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1516720830809
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1516720830810
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1516720830810
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1516720830810
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1516720830810
os,sysinfo,,,"win32",1516720830812
arch,sysinfo,,,"x86",1516720830812
ws,sysinfo,,,"win32",1516720830812
locale,sysinfo,,,"en_GB",1516720830812
processors,sysinfo,,,"8",1516720830812
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1516720830812
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1516720830812
java.specification.name,sysinfo,,,"Java Platform API Specification",1516720830812
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516720830812
java.specification.version,sysinfo,,,"1.6",1516720830812
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1516720830812
java.version,sysinfo,,,"1.6.0_23",1516720830812
java.vm.info,sysinfo,,,"mixed mode",1516720830812
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1516720830812
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1516720830812
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1516720830812
java.vm.specification.version,sysinfo,,,"1.0",1516720830812
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1516720830812
java.vm.version,sysinfo,,,"19.0-b09",1516720830812
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1516720830931
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1516720830958
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516720831269
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1516720831495
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1516720831524
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516720833227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720833591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720834018
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1516720834296
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1516720834297
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1516720834298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720834322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720836882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720846243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720851665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720851675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720855880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720871405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720874138
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1516720875266
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1516720875286
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516720878653
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1516720879045
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1516720879242
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1516720879289
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516720892683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516720896665
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1516720898515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720898834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720901976
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516720901987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720906984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720909291
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1516720909837
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516720913161
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516720913711
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1516720928302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1516720935060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516720935390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720938361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720943447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720950544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720952560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720993079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516720995698
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1516720996301
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516720999167
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516721000866
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516721005359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516721022320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721024290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721027069
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1516721027634
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516721032065
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516721035161
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, --sidp=0x21030, /cygdrive/h/Year_3/DSD/system_template_de0/software/hello_world/hello_world.elf] return code: 4, 'other error'",1516721036189
error,log,,,"Downloading ELF Process failed",1516721036197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721036256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721051788
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516721054891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721055984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721060381
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516721061493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1516721063079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721067238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721069601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721099110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721101741
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1516721102305
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516721105494
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1516721107535
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1516721109212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721112421
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1516721112656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516721114183
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1516721114409
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1516721114499
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1516721114531
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1516721115553
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1516721128592
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1516721130373
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1516721130499
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1516721132905
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1516721134184
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1516721136509
