what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unable to validate connection settings.",1520783041541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783041570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783045907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783049712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783055417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783059973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783061682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783086871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783090867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783117814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783118389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783140078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783142308
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1520783142328
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1520783143480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783145528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783145810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783146383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783146966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783150407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783167145
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1520783177967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1520783179560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783183037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783191844
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1520783195676
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1520783197624
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1520783203144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783212294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783213023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783213868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520783223304
